month,FlightNum,AirTime (in Hrs),Origin,Dest,Distance,Cancelled,Cancellation Code,Diverted,ArrDelay,start_date
Feb,3686,37,PBI,TPA,174,0,,No,10,2/9/2018
Feb,3425,130,PDX,ABQ,1111,0,,No,2,2/10/2018
Feb,721,46,PDX,BOI,344,0,,Yes,0,2/11/2018
Feb,793,49,PDX,BOI,344,0,,No,0,2/12/2018
Feb,2377,50,PDX,BOI,344,0,,No,0,2/13/2018
Feb,2810,46,PDX,BOI,344,0,,No,-12,2/14/2018
Feb,957,45,PDX,GEG,279,0,,Yes,0,2/15/2018
Feb,1408,42,PDX,GEG,279,0,,No,0,2/16/2018
Feb,3155,42,PDX,GEG,279,0,,No,0,2/17/2018
Feb,189,112,PDX,LAS,762,0,,No,-1,2/18/2018
Feb,2186,105,PDX,LAS,762,0,,No,-5,2/19/2018
Feb,3070,110,PDX,LAS,762,0,,No,0,2/20/2018
Feb,2010,172,PDX,MCI,1481,0,,No,-9,2/21/2018
Feb,1206,215,PDX,MDW,1751,0,,No,-2,2/22/2018
Feb,3228,205,PDX,MDW,1751,0,,Yes,0,2/23/2018
Feb,753,77,PDX,OAK,543,0,,No,0,2/24/2018
Feb,1019,79,PDX,OAK,543,0,,No,0,2/25/2018
Feb,1585,86,PDX,OAK,543,0,,No,0,2/26/2018
Feb,2459,84,PDX,OAK,543,0,,Yes,-10,2/27/2018
Feb,451,136,PDX,PHX,1009,0,,No,0,2/28/2018
Mar,789,133,PDX,PHX,1009,0,,No,0,3/1/2018
Mar,3333,130,PDX,PHX,1009,0,,No,-6,3/2/2018
Mar,397,65,PDX,RNO,444,0,,Yes,-3,3/3/2018
Mar,3513,NA,PDX,RNO,444,0,,No,NA,3/4/2018
Mar,625,90,PDX,SJC,569,0,,No,0,3/5/2018
Mar,2114,86,PDX,SJC,569,0,,No,-12,3/6/2018
Mar,2558,89,PDX,SJC,569,0,,No,2,3/7/2018
Mar,159,82,PDX,SLC,630,0,,No,0,3/8/2018
Mar,1756,82,PDX,SLC,630,0,,No,0,3/9/2018
Mar,71,68,PDX,SMF,479,0,,No,5,3/10/2018
Mar,505,68,PDX,SMF,479,0,,Yes,-4,3/11/2018
Mar,1424,73,PDX,SMF,479,0,,No,0,3/12/2018
Mar,2807,70,PDX,SMF,479,0,,No,0,3/13/2018
Mar,3659,66,PDX,SMF,479,0,,No,0,3/14/2018
Mar,927,107,PHL,BNA,675,0,,Yes,-7,3/15/2018
Mar,3334,110,PHL,BNA,675,0,,No,-13,3/16/2018
Mar,3839,104,PHL,BNA,675,0,,No,0,3/17/2018
Mar,384,66,PHL,CMH,405,0,,No,-22,3/18/2018
Mar,725,67,PHL,CMH,405,0,,Yes,-15,3/19/2018
Mar,462,151,PHL,FLL,992,0,,No,-19,3/20/2018
Mar,1589,137,PHL,FLL,992,0,,No,0,3/21/2018
Mar,1849,139,PHL,FLL,992,0,,No,0,3/22/2018
Mar,32,206,PHL,HOU,1335,0,,No,-1,3/23/2018
Mar,1410,194,PHL,HOU,1335,0,,No,-22,3/24/2018
Mar,1683,102,PHL,JAX,742,0,,No,-16,3/25/2018
Mar,784,315,PHL,LAS,2176,0,,No,-18,3/26/2018
Mar,79,123,PHL,MCO,861,0,,Yes,0,3/27/2018
Mar,455,127,PHL,MCO,861,0,,No,-11,3/28/2018
Mar,687,119,PHL,MCO,861,0,,No,0,3/29/2018
Mar,795,125,PHL,MCO,861,0,,No,-20,3/30/2018
Mar,938,114,PHL,MCO,861,0,,Yes,0,3/31/2018
Apr,1319,118,PHL,MCO,861,0,,No,0,4/1/2018
Apr,201,112,PHL,MDW,668,0,,No,-6,4/2/2018
Apr,739,111,PHL,MDW,668,0,,No,0,4/3/2018
Apr,2199,112,PHL,MDW,668,0,,Yes,-5,4/4/2018
Apr,2979,114,PHL,MDW,668,0,,No,-9,4/5/2018
Apr,3844,110,PHL,MDW,668,0,,No,0,4/6/2018
Apr,81,49,PHL,MHT,290,0,,No,-11,4/7/2018
Apr,348,47,PHL,MHT,290,0,,No,0,4/8/2018
Apr,434,53,PHL,MHT,290,0,,No,0,4/9/2018
Apr,669,129,PHL,PBI,951,0,,No,0,4/10/2018
Apr,1338,135,PHL,PBI,951,0,,No,-15,4/11/2018
Apr,262,309,PHL,PHX,2075,0,,Yes,6,4/12/2018
Apr,3240,293,PHL,PHX,2075,0,,No,-11,4/13/2018
Apr,327,46,PHL,PIT,267,0,,No,-16,4/14/2018
Apr,461,47,PHL,PIT,267,0,,No,-4,4/15/2018
Apr,1574,47,PHL,PIT,267,0,,Yes,-8,4/16/2018
Apr,2560,50,PHL,PIT,267,0,,No,5,4/17/2018
Apr,2877,44,PHL,PIT,267,0,,No,-7,4/18/2018
Apr,569,44,PHL,PVD,238,0,,No,8,4/19/2018
Apr,1236,44,PHL,PVD,238,0,,Yes,-4,4/20/2018
Apr,3493,43,PHL,PVD,238,0,,No,-12,4/21/2018
Apr,226,56,PHL,RDU,336,0,,No,0,4/22/2018
Apr,312,57,PHL,RDU,336,0,,No,-21,4/23/2018
Apr,383,55,PHL,RDU,336,0,,No,1,4/24/2018
Apr,2293,56,PHL,RDU,336,0,,No,1,4/25/2018
Apr,2463,57,PHL,RDU,336,0,,No,0,4/26/2018
Apr,301,152,PHL,RSW,992,0,,No,-9,4/27/2018
Apr,723,133,PHL,TPA,920,0,,Yes,0,4/28/2018
Apr,998,139,PHL,TPA,920,0,,No,-13,4/29/2018
Apr,2985,130,PHL,TPA,920,0,,No,-6,4/30/2018
May,555,46,PHX,ABQ,328,0,,No,4,5/1/2018
May,647,42,PHX,ABQ,328,0,,Yes,-6,5/2/2018
May,746,43,PHX,ABQ,328,0,,No,0,5/3/2018
May,1241,42,PHX,ABQ,328,0,,No,0,5/4/2018
May,2374,48,PHX,ABQ,328,0,,No,0,5/5/2018
May,2614,44,PHX,ABQ,328,0,,Yes,0,5/6/2018
May,2787,45,PHX,ABQ,328,0,,No,3,5/7/2018
May,3421,41,PHX,ABQ,328,0,,No,-8,5/8/2018
May,780,104,PHX,AUS,872,0,,No,0,5/9/2018
May,834,105,PHX,AUS,872,0,,No,-7,5/10/2018
May,3409,107,PHX,AUS,872,0,,No,0,5/11/2018
May,2147,160,PHX,BHM,1455,0,,No,0,5/12/2018
May,109,160,PHX,BNA,1448,0,,No,0,5/13/2018
May,891,161,PHX,BNA,1448,0,,Yes,0,5/14/2018
May,1058,167,PHX,BNA,1448,0,,No,-11,5/15/2018
May,496,222,PHX,BUF,1912,0,,No,-3,5/16/2018
May,445,69,PHX,BUR,369,0,,No,7,5/17/2018
May,529,78,PHX,BUR,369,0,,Yes,2,5/18/2018
May,734,69,PHX,BUR,369,0,,No,7,5/19/2018
May,806,74,PHX,BUR,369,0,,No,8,5/20/2018
May,866,77,PHX,BUR,369,0,,No,2,5/21/2018
May,921,72,PHX,BUR,369,0,,Yes,0,5/22/2018
May,957,74,PHX,BUR,369,0,,No,0,5/23/2018
May,2871,77,PHX,BUR,369,0,,No,0,5/24/2018
May,236,230,PHX,BWI,1999,0,,No,0,5/25/2018
May,1155,224,PHX,BWI,1999,0,,No,0,5/26/2018
May,1686,221,PHX,BWI,1999,0,,No,0,5/27/2018
May,2103,191,PHX,CMH,1671,0,,No,-8,5/28/2018
May,409,77,PHX,DEN,602,0,,No,3,5/29/2018
May,964,84,PHX,DEN,602,0,,Yes,0,5/30/2018
May,992,76,PHX,DEN,602,0,,No,-15,5/31/2018
Jun,2039,77,PHX,DEN,602,0,,No,0,6/1/2018
Jun,2786,75,PHX,DEN,602,0,,No,0,6/2/2018
Jun,1428,201,PHX,DTW,1671,0,,Yes,8,6/3/2018
Jun,117,51,PHX,ELP,347,0,,No,0,6/4/2018
Jun,202,44,PHX,ELP,347,0,,No,0,6/5/2018
Jun,481,46,PHX,ELP,347,0,,No,0,6/6/2018
Jun,1506,49,PHX,ELP,347,0,,Yes,0,6/7/2018
Jun,1745,49,PHX,ELP,347,0,,No,-2,6/8/2018
Jun,342,128,PHX,HOU,1020,0,,No,-8,6/9/2018
Jun,933,125,PHX,HOU,1020,0,,No,0,6/10/2018
Jun,2268,123,PHX,HOU,1020,0,,No,0,6/11/2018
Jun,3317,134,PHX,HOU,1020,0,,No,-4,6/12/2018
Jun,2448,174,PHX,IND,1489,0,,No,10,6/13/2018
Jun,2726,181,PHX,IND,1489,0,,No,0,6/14/2018
Jun,104,50,PHX,LAS,256,0,,Yes,5,6/15/2018
Jun,131,50,PHX,LAS,256,0,,No,0,6/16/2018
Jun,221,49,PHX,LAS,256,0,,No,0,6/17/2018
Jun,340,45,PHX,LAS,256,0,,No,-9,6/18/2018
Jun,538,47,PHX,LAS,256,0,,Yes,8,6/19/2018
Jun,675,47,PHX,LAS,256,0,,No,-10,6/20/2018
Jun,700,44,PHX,LAS,256,0,,No,-5,6/21/2018
Jun,1245,45,PHX,LAS,256,0,,No,0,6/22/2018
Jun,1318,48,PHX,LAS,256,0,,Yes,0,6/23/2018
Jun,1866,61,PHX,LAS,256,0,,No,0,6/24/2018
Jun,2030,47,PHX,LAS,256,0,,No,1,6/25/2018
Jun,2803,44,PHX,LAS,256,0,,No,0,6/26/2018
Jun,2898,47,PHX,LAS,256,0,,No,0,6/27/2018
Jun,3507,45,PHX,LAS,256,0,,No,-5,6/28/2018
Jun,169,62,PHX,LAX,370,0,,No,-8,6/29/2018
Jun,193,72,PHX,LAX,370,0,,No,0,6/30/2018
Jul,204,66,PHX,LAX,370,0,,Yes,0,7/1/2018
Jul,232,62,PHX,LAX,370,0,,No,0,7/2/2018
Jul,769,64,PHX,LAX,370,0,,No,0,7/3/2018
Jul,1237,65,PHX,LAX,370,0,,No,0,7/4/2018
Jul,2359,65,PHX,LAX,370,0,,Yes,0,7/5/2018
Jul,2360,62,PHX,LAX,370,0,,No,0,7/6/2018
Jul,2639,65,PHX,LAX,370,0,,No,0,7/7/2018
Jul,2812,NA,PHX,LAX,370,1,4,No,,7/8/2018
Jul,3936,NA,PHX,LAX,370,1,2,No,,7/9/2018
Jul,753,128,PHX,LIT,1136,0,,No,0,7/10/2018
Jul,84,116,PHX,MCI,1044,0,,No,0,7/11/2018
Jul,1006,125,PHX,MCI,1044,0,,No,6,7/12/2018
Jul,3509,211,PHX,MCO,1848,0,,No,0,7/13/2018
Jul,119,157,PHX,MDW,1444,0,,No,3,7/14/2018
Jul,522,163,PHX,MDW,1444,0,,No,-1,7/15/2018
Jul,885,170,PHX,MDW,1444,0,,No,-13,7/16/2018
Jul,1667,170,PHX,MDW,1444,0,,Yes,-14,7/17/2018
Jul,1929,165,PHX,MDW,1444,0,,No,-8,7/18/2018
Jul,2474,168,PHX,MDW,1444,0,,No,-12,7/19/2018
Jul,2703,163,PHX,MDW,1444,0,,No,0,7/20/2018
Jul,2813,168,PHX,MDW,1444,0,,Yes,-12,7/21/2018
Jul,3598,248,PHX,MHT,2279,0,,No,3,7/22/2018
Jul,1167,157,PHX,MSY,1301,0,,No,8,7/23/2018
Jul,357,113,PHX,OAK,646,0,,No,0,7/24/2018
Jul,1028,135,PHX,OAK,646,0,,Yes,0,7/25/2018
Jul,2336,113,PHX,OAK,646,0,,No,0,7/26/2018
Jul,2646,125,PHX,OAK,646,0,,No,0,7/27/2018
Jul,3240,111,PHX,OAK,646,0,,No,10,7/28/2018
Jul,102,99,PHX,OKC,833,0,,No,-14,7/29/2018
Jul,282,96,PHX,OKC,833,0,,No,0,7/30/2018
Jul,940,97,PHX,OKC,833,0,,No,0,7/31/2018
Aug,316,123,PHX,OMA,1037,0,,No,0,8/1/2018
Aug,1333,131,PHX,OMA,1037,0,,Yes,-6,8/2/2018
Aug,238,57,PHX,ONT,325,0,,No,-8,8/3/2018
Aug,256,61,PHX,ONT,325,0,,No,1,8/4/2018
Aug,508,52,PHX,ONT,325,0,,No,0,8/5/2018
Aug,616,60,PHX,ONT,325,0,,Yes,-2,8/6/2018
Aug,751,57,PHX,ONT,325,0,,No,-4,8/7/2018
Aug,966,55,PHX,ONT,325,0,,No,0,8/8/2018
Aug,2545,58,PHX,ONT,325,0,,No,2,8/9/2018
Aug,3691,58,PHX,ONT,325,0,,Yes,0,8/10/2018
Aug,3767,51,PHX,ONT,325,0,,No,-3,8/11/2018
Aug,364,148,PHX,PDX,1009,0,,No,-17,8/12/2018
Aug,1012,142,PHX,PDX,1009,0,,No,-22,8/13/2018
Aug,175,237,PHX,PHL,2075,0,,No,-6,8/14/2018
Aug,287,230,PHX,PHL,2075,0,,No,9,8/15/2018
Aug,3657,205,PHX,PIT,1813,0,,No,-4,8/16/2018
Aug,2452,257,PHX,PVD,2277,0,,No,-6,8/17/2018
Aug,2818,215,PHX,RDU,1891,0,,Yes,-12,8/18/2018
Aug,489,96,PHX,RNO,601,0,,No,0,8/19/2018
Aug,736,NA,PHX,RNO,601,0,,No,NA,8/20/2018
Aug,1144,91,PHX,RNO,601,0,,No,-1,8/21/2018
Aug,381,58,PHX,SAN,304,0,,Yes,0,8/22/2018
Aug,413,60,PHX,SAN,304,0,,No,0,8/23/2018
Aug,585,67,PHX,SAN,304,0,,No,0,8/24/2018
Aug,862,55,PHX,SAN,304,0,,No,0,8/25/2018
Aug,1010,94,PHX,SAN,304,0,,Yes,0,8/26/2018
Aug,1013,61,PHX,SAN,304,0,,No,0,8/27/2018
Aug,1069,64,PHX,SAN,304,0,,No,5,8/28/2018
Aug,1511,59,PHX,SAN,304,0,,No,0,8/29/2018
Aug,1600,61,PHX,SAN,304,0,,No,8,8/30/2018
Aug,1855,63,PHX,SAN,304,0,,No,4,8/31/2018
Sep,2442,66,PHX,SAN,304,0,,No,0,9/1/2018
Sep,3839,53,PHX,SAN,304,0,,No,-1,9/2/2018
Sep,327,104,PHX,SAT,843,0,,Yes,1,9/3/2018
Sep,2015,99,PHX,SAT,843,0,,No,0,9/4/2018
Sep,3168,106,PHX,SAT,843,0,,No,0,9/5/2018
Sep,2808,176,PHX,SDF,1506,0,,No,0,9/6/2018
Sep,754,161,PHX,SEA,1107,0,,Yes,-15,9/7/2018
Sep,1478,155,PHX,SEA,1107,0,,No,-10,9/8/2018
Sep,2361,155,PHX,SEA,1107,0,,No,-12,9/9/2018
Sep,177,113,PHX,SJC,621,0,,No,0,9/10/2018
Sep,395,111,PHX,SJC,621,0,,Yes,6,9/11/2018
Sep,674,111,PHX,SJC,621,0,,No,5,9/12/2018
Sep,2094,105,PHX,SJC,621,0,,No,0,9/13/2018
Sep,320,74,PHX,SLC,507,0,,No,6,9/14/2018
Sep,410,72,PHX,SLC,507,0,,No,0,9/15/2018
Sep,414,76,PHX,SLC,507,0,,No,0,9/16/2018
Sep,492,71,PHX,SLC,507,0,,No,0,9/17/2018
Sep,1022,73,PHX,SLC,507,0,,No,0,9/18/2018
Sep,1041,83,PHX,SLC,507,0,,Yes,0,9/19/2018
Sep,207,119,PHX,SMF,647,0,,No,10,9/20/2018
Sep,331,110,PHX,SMF,647,0,,No,0,9/21/2018
Sep,877,102,PHX,SMF,647,0,,No,10,9/22/2018
Sep,2453,102,PHX,SMF,647,0,,Yes,0,9/23/2018
Sep,3941,94,PHX,SMF,647,0,,No,-9,9/24/2018
Sep,259,63,PHX,SNA,338,0,,No,8,9/25/2018
Sep,814,63,PHX,SNA,338,0,,No,-5,9/26/2018
Sep,1413,58,PHX,SNA,338,0,,Yes,0,9/27/2018
Sep,2093,63,PHX,SNA,338,0,,No,0,9/28/2018
Sep,2707,60,PHX,SNA,338,0,,No,0,9/29/2018
Sep,3501,58,PHX,SNA,338,0,,No,-2,9/30/2018
Oct,745,134,PHX,STL,1262,0,,No,0,10/1/2018
Oct,752,145,PHX,STL,1262,0,,No,0,10/2/2018
Oct,868,144,PHX,STL,1262,0,,No,-3,10/3/2018
Oct,3333,145,PHX,STL,1262,0,,No,-8,10/4/2018
Oct,369,209,PHX,TPA,1788,0,,Yes,-10,10/5/2018
Oct,627,109,PHX,TUL,935,0,,No,-14,10/6/2018
Oct,3235,110,PHX,TUL,935,0,,No,-4,10/7/2018
Oct,1414,44,PIT,BWI,210,0,,No,-2,10/8/2018
Oct,3657,41,PIT,BWI,210,0,,Yes,-1,10/9/2018
Oct,94,278,PIT,LAS,1910,0,,No,0,10/10/2018
Oct,3833,281,PIT,LAS,1910,0,,No,2,10/11/2018
Oct,987,106,PIT,MCO,834,0,,No,-21,10/12/2018
Oct,2560,118,PIT,MCO,834,0,,Yes,-2,10/13/2018
Oct,3592,122,PIT,MCO,834,0,,No,-4,10/14/2018
Oct,490,71,PIT,MDW,402,0,,No,0,10/15/2018
Oct,921,75,PIT,MDW,402,0,,No,0,10/16/2018
Oct,2361,75,PIT,MDW,402,0,,No,3,10/17/2018
Oct,3501,72,PIT,MDW,402,0,,No,-15,10/18/2018
Oct,3943,73,PIT,MDW,402,0,,No,-20,10/19/2018
Oct,374,45,PIT,PHL,267,0,,No,-7,10/20/2018
Oct,548,49,PIT,PHL,267,0,,Yes,0,10/21/2018
Oct,1236,42,PIT,PHL,267,0,,No,-1,10/22/2018
Oct,2724,46,PIT,PHL,267,0,,No,-13,10/23/2018
Oct,2964,43,PIT,PHL,267,0,,No,-14,10/24/2018
Oct,1013,264,PIT,PHX,1813,0,,Yes,0,10/25/2018
Oct,107,126,PIT,TPA,873,0,,No,3,10/26/2018
Oct,1151,135,PVD,BNA,907,0,,No,-19,10/27/2018
Oct,354,57,PVD,BWI,328,0,,No,-18,10/28/2018
Oct,421,59,PVD,BWI,328,0,,Yes,-9,10/29/2018
Oct,983,59,PVD,BWI,328,0,,No,0,10/30/2018
Oct,1062,62,PVD,BWI,328,0,,No,0,10/31/2018
Nov,1154,60,PVD,BWI,328,0,,No,-15,11/1/2018
Nov,1161,57,PVD,BWI,328,0,,No,-5,11/2/2018
Nov,2034,64,PVD,BWI,328,0,,No,-5,11/3/2018
Nov,2442,56,PVD,BWI,328,0,,No,6,11/4/2018
Nov,2640,56,PVD,BWI,328,0,,No,-17,11/5/2018
Nov,2795,63,PVD,BWI,328,0,,Yes,3,11/6/2018
Nov,2988,160,PVD,FLL,1188,0,,No,0,11/7/2018
Nov,3423,360,PVD,LAS,2363,0,,No,1,11/8/2018
Nov,499,145,PVD,MCO,1073,0,,No,-21,11/9/2018
Nov,678,154,PVD,MCO,1073,0,,Yes,-13,11/10/2018
Nov,1030,154,PVD,MCO,1073,0,,No,-17,11/11/2018
Nov,2368,143,PVD,MCO,1073,0,,No,0,11/12/2018
Nov,2451,157,PVD,MCO,1073,0,,No,-15,11/13/2018
Nov,3134,156,PVD,MCO,1073,0,,Yes,0,11/14/2018
Nov,299,142,PVD,MDW,842,0,,No,0,11/15/2018
Nov,393,134,PVD,MDW,842,0,,No,0,11/16/2018
Nov,3841,133,PVD,MDW,842,0,,No,-16,11/17/2018
Nov,723,50,PVD,PHL,238,0,,No,-7,11/18/2018
Nov,1338,50,PVD,PHL,238,0,,No,1,11/19/2018
Nov,1410,57,PVD,PHL,238,0,,No,-8,11/20/2018
Nov,2731,56,PVD,PHL,238,0,,No,-17,11/21/2018
Nov,193,327,PVD,PHX,2277,0,,Yes,-2,11/22/2018
Nov,77,164,PVD,TPA,1137,0,,No,0,11/23/2018
Nov,3405,169,PVD,TPA,1137,0,,No,-6,11/24/2018
Nov,3580,170,PVD,TPA,1137,0,,No,-11,11/25/2018
Nov,312,71,RDU,BNA,443,0,,Yes,-18,11/26/2018
Nov,341,74,RDU,BNA,443,0,,No,-6,11/27/2018
Nov,601,69,RDU,BNA,443,0,,No,10,11/28/2018
Nov,2463,76,RDU,BNA,443,0,,No,-8,11/29/2018
Nov,269,40,RDU,BWI,255,0,,Yes,-7,11/30/2018
Dec,358,41,RDU,BWI,255,0,,No,-4,12/1/2018
Dec,1516,41,RDU,BWI,255,0,,No,10,12/2/2018
Dec,2621,41,RDU,BWI,255,0,,No,1,12/3/2018
Dec,3569,43,RDU,BWI,255,0,,No,-2,12/4/2018
Dec,383,303,RDU,LAS,2027,0,,No,10,12/5/2018
Dec,1945,295,RDU,LAS,2027,0,,No,0,12/6/2018
Dec,122,74,RDU,MCO,534,0,,No,-10,12/7/2018
Dec,606,78,RDU,MCO,534,0,,Yes,-9,12/8/2018
Dec,1414,80,RDU,MCO,534,0,,No,-6,12/9/2018
Dec,3046,83,RDU,MCO,534,0,,No,0,12/10/2018
Dec,166,103,RDU,MDW,632,0,,No,-3,12/11/2018
Dec,439,115,RDU,MDW,632,0,,Yes,7,12/12/2018
Dec,1076,105,RDU,MDW,632,0,,No,-7,12/13/2018
Dec,197,54,RDU,PHL,336,0,,No,-21,12/14/2018
Dec,198,56,RDU,PHL,336,0,,No,-2,12/15/2018
Dec,201,60,RDU,PHL,336,0,,Yes,2,12/16/2018
Dec,334,56,RDU,PHL,336,0,,No,-1,12/17/2018
Dec,413,274,RDU,PHX,1891,0,,No,-9,12/18/2018
Dec,1162,85,RDU,TPA,587,0,,No,-21,12/19/2018
Dec,2293,85,RDU,TPA,587,0,,No,-3,12/20/2018
Dec,2634,91,RDU,TPA,587,0,,No,0,12/21/2018
Dec,239,46,RNO,BOI,335,0,,No,0,12/22/2018
Dec,2538,47,RNO,BOI,335,0,,No,6,12/23/2018
Dec,3589,NA,RNO,BOI,335,1,1,No,,12/24/2018
Dec,120,57,RNO,LAS,345,0,,No,0,12/25/2018
Dec,600,57,RNO,LAS,345,0,,No,0,12/26/2018
Dec,637,NA,RNO,LAS,345,1,1,No,,12/27/2018
Dec,708,55,RNO,LAS,345,0,,Yes,0,12/28/2018
Dec,843,54,RNO,LAS,345,0,,No,4,12/29/2018
Dec,1027,55,RNO,LAS,345,0,,No,0,12/30/2018
Dec,1072,51,RNO,LAS,345,0,,No,0,12/31/2018
Jan,2113,53,RNO,LAS,345,0,,Yes,7,1/1/2018
Jan,3517,NA,RNO,LAS,345,1,4,No,,1/2/2018
Jan,3598,53,RNO,LAS,345,0,,No,0,1/3/2018
Jan,397,66,RNO,LAX,390,0,,No,0,1/4/2018
Jan,520,62,RNO,LAX,390,0,,No,0,1/5/2018
Jan,2554,82,RNO,LAX,390,0,,No,0,1/6/2018
Jan,1021,196,RNO,MDW,1680,0,,No,-8,1/7/2018
Jan,891,51,RNO,OAK,180,0,,No,0,1/8/2018
Jan,2719,NA,RNO,OAK,180,1,1,No,,1/9/2018
Jan,2732,52,RNO,OAK,180,0,,No,0,1/10/2018
Jan,530,71,RNO,PDX,444,0,,No,-1,1/11/2018
Jan,2360,NA,RNO,PDX,444,1,4,No,,1/12/2018
Jan,745,79,RNO,PHX,601,0,,Yes,0,1/13/2018
Jan,1006,80,RNO,PHX,601,0,,No,5,1/14/2018
Jan,1231,81,RNO,PHX,601,0,,No,0,1/15/2018
Jan,388,82,RNO,SAN,488,0,,No,-1,1/16/2018
Jan,3513,NA,RNO,SAN,488,1,4,No,,1/17/2018
Jan,185,NA,RNO,SEA,564,1,1,No,,1/18/2018
Jan,293,85,RNO,SEA,564,0,,No,-4,1/19/2018
Jan,463,43,RNO,SJC,188,0,,No,6,1/20/2018
Jan,1002,49,RNO,SJC,188,0,,No,0,1/21/2018
Jan,1276,NA,RNO,SJC,188,1,3,No,,1/22/2018
Jan,2969,58,RNO,SLC,422,0,,No,0,1/23/2018
Jan,1830,115,RSW,BWI,919,0,,No,-7,1/24/2018
Jan,3047,123,RSW,BWI,919,0,,Yes,-2,1/25/2018
Jan,3485,136,RSW,ISP,1101,0,,No,2,1/26/2018
Jan,630,27,RSW,MCO,133,0,,No,0,1/27/2018
Jan,837,30,RSW,MCO,133,0,,No,-8,1/28/2018
Jan,1305,27,RSW,MCO,133,0,,Yes,-4,1/29/2018
Jan,3754,32,RSW,MCO,133,0,,No,0,1/30/2018
Jan,869,164,RSW,MDW,1105,0,,No,-4,1/31/2018
Feb,902,156,RSW,MDW,1105,0,,No,-11,2/1/2018
Feb,1169,156,RSW,MDW,1105,0,,Yes,-1,2/2/2018
Feb,3660,140,RSW,PHL,992,0,,No,-7,2/3/2018
Feb,294,72,SAN,ABQ,628,0,,No,0,2/4/2018
Feb,388,75,SAN,ABQ,628,0,,No,4,2/5/2018
Feb,297,132,SAN,AUS,1164,0,,No,-5,2/6/2018
Feb,2529,132,SAN,AUS,1164,0,,No,0,2/7/2018
Feb,179,193,SAN,BNA,1751,0,,No,0,2/8/2018
Feb,764,198,SAN,BNA,1751,0,,No,5,2/9/2018
Feb,257,259,SAN,BWI,2295,0,,Yes,-14,2/10/2018
Feb,505,250,SAN,BWI,2295,0,,No,0,2/11/2018
Feb,1156,77,SAN,ELP,636,0,,No,0,2/12/2018
Feb,588,158,SAN,HOU,1312,0,,No,0,2/13/2018
Feb,71,51,SAN,LAS,258,0,,Yes,0,2/14/2018
Feb,156,51,SAN,LAS,258,0,,No,0,2/15/2018
Feb,161,54,SAN,LAS,258,0,,No,0,2/16/2018
Feb,213,51,SAN,LAS,258,0,,No,0,2/17/2018
Feb,415,47,SAN,LAS,258,0,,Yes,0,2/18/2018
Feb,709,55,SAN,LAS,258,0,,No,0,2/19/2018
Feb,719,48,SAN,LAS,258,0,,No,0,2/20/2018
Feb,802,49,SAN,LAS,258,0,,No,1,2/21/2018
Feb,1341,53,SAN,LAS,258,0,,No,0,2/22/2018
Feb,2273,47,SAN,LAS,258,0,,No,0,2/23/2018
Feb,2450,50,SAN,LAS,258,0,,No,0,2/24/2018
Feb,3835,50,SAN,LAS,258,0,,No,0,2/25/2018
Feb,283,154,SAN,MCI,1333,0,,Yes,2,2/26/2018
Feb,931,147,SAN,MCI,1333,0,,No,0,2/27/2018
Feb,568,201,SAN,MDW,1728,0,,No,-12,2/28/2018
Feb,3065,188,SAN,MDW,1728,0,,No,0,2/28/2018
Mar,3510,191,SAN,MDW,1728,0,,Yes,0,3/1/2018
Mar,3662,193,SAN,MDW,1728,0,,No,0,3/2/2018
Mar,78,78,SAN,OAK,446,0,,No,0,3/3/2018
Mar,493,76,SAN,OAK,446,0,,No,0,3/4/2018
Mar,644,80,SAN,OAK,446,0,,Yes,0,3/5/2018
Mar,687,80,SAN,OAK,446,0,,No,0,3/6/2018
Mar,862,71,SAN,OAK,446,0,,No,0,3/7/2018
Mar,993,83,SAN,OAK,446,0,,No,0,3/8/2018
Mar,1071,82,SAN,OAK,446,0,,No,0,3/9/2018
Mar,1112,82,SAN,OAK,446,0,,No,0,3/10/2018
Mar,1179,77,SAN,OAK,446,0,,No,0,3/11/2018
Mar,1314,76,SAN,OAK,446,0,,No,0,3/12/2018
Mar,1599,93,SAN,OAK,446,0,,Yes,0,3/13/2018
Mar,2612,79,SAN,OAK,446,0,,No,0,3/14/2018
Mar,2971,78,SAN,OAK,446,0,,No,0,3/15/2018
Mar,3502,79,SAN,OAK,446,0,,No,0,3/16/2018
Mar,3679,69,SAN,OAK,446,0,,Yes,0,3/17/2018
Mar,114,42,SAN,PHX,304,0,,No,-16,3/18/2018
Mar,316,47,SAN,PHX,304,0,,No,0,3/19/2018
Mar,342,42,SAN,PHX,304,0,,No,-4,3/20/2018
Mar,410,45,SAN,PHX,304,0,,Yes,0,3/21/2018
Mar,414,43,SAN,PHX,304,0,,No,0,3/22/2018
Mar,496,43,SAN,PHX,304,0,,No,-3,3/23/2018
Mar,620,43,SAN,PHX,304,0,,No,0,3/24/2018
Mar,1022,45,SAN,PHX,304,0,,No,0,3/25/2018
Mar,1684,41,SAN,PHX,304,0,,No,0,3/26/2018
Mar,2268,55,SAN,PHX,304,0,,No,0,3/27/2018
Mar,2703,45,SAN,PHX,304,0,,No,-12,3/28/2018
Mar,530,74,SAN,RNO,488,0,,Yes,-1,3/29/2018
Mar,1511,76,SAN,RNO,488,0,,No,0,3/30/2018
Mar,832,128,SAN,SAT,1129,0,,No,-13,3/31/2018
